site_key,name_en,unesco_id,category,criteria_display,criteria_count,countries,region,continent,latitude,longitude,inscription_year,inscription_decade,age_years,is_transboundary,is_endangered,area_hectares,has_image,components_count,geographic_type,unesco_url,description_en
manas_wildlife_sanctuary,Manas Wildlife Sanctuary,338,Natural,(vii)(ix)(x),3,IND,Asia and the Pacific,Unknown,,,1985,1980s,40,False,False,39100,True,1,Forest,https://whc.unesco.org/en/list/338,"On a gentle slope in the foothills of the Himalayas, where wooded hills give way to alluvial grasslands and tropical forests, the Manas sanctuary is home to a great variety of wildlife, including many endangered species, such as the tiger, pygmy hog, Indian rhinoceros and Indian elephant."
mahabodhi_temple_complex_at_bodh_gaya,Mahabodhi Temple Complex at Bodh Gaya,1056,Cultural,(i)(ii)(iii)(iv),4,IND,Asia and the Pacific,Unknown,,,2002,2000s,23,False,False,4.86,True,1,Cultural Landscape,https://whc.unesco.org/en/list/1056,"The Mahabodhi Temple Complex is one of the four holy sites related to the life of the Lord Buddha, and particularly to the attainment of Enlightenment. The first temple was built by Emperor Asoka in the 3rd century B.C., and the present temple dates from the 5th or 6th centuries. It is one of the earliest Buddhist temples built entirely in brick, still standing in India, from the late Gupta period."
mountain_railways_of_india,Mountain Railways of India,944,Cultural,(ii)(iv),2,IND,Asia and the Pacific,Unknown,,,1999,1990s,26,False,False,88.99,True,3,Mountain,https://whc.unesco.org/en/list/944,"This site includes three railways. The Darjeeling Himalayan Railway was the first, and is still the most outstanding, example of a hill passenger railway. Opened in 1881, its design applies bold and ingenious engineering solutions to the problem of establishing an effective rail link across a mountainous terrain of great beauty. The construction of the Nilgiri Mountain Railway, a 46-km long metre-gauge single-track railway in Tamil Nadu State was first proposed in 1854, but due to the difficulty"
rani_ki_vav_the_queens_stepwell_at_patan_gujarat,"Rani-ki-Vav (the Queen’s Stepwell) at Patan, Gujarat",922,Cultural,(i)(iv),2,IND,Asia and the Pacific,Unknown,,,2014,2010s,11,False,False,4.68,True,1,River/Valley,https://whc.unesco.org/en/list/922,"Rani-ki-Vav, on the banks of the Saraswati River, was initially built as a memorial to a king in the 11th century AD. Stepwells are a distinctive form of subterranean water resource and storage systems on the Indian subcontinent, and have been constructed since the 3rd millennium BC. They evolved over time from what was basically a pit in sandy soil towards elaborate multi-storey works of art and architecture. Rani-ki-Vav was built at the height of craftsmens’ ability in stepwell construction an"
nanda_devi_and_valley_of_flowers_national_parks,Nanda Devi and Valley of Flowers National Parks,335,Natural,(vii)(x),2,IND,Asia and the Pacific,Unknown,,,1988,1980s,37,False,False,71210,False,2,Mountain,https://whc.unesco.org/en/list/335,"Nestled high in West Himalaya, India’s Valley of Flowers National Park is renowned for its meadows of endemic alpine flowers and outstanding natural beauty. This richly diverse area is also home to rare and endangered animals, including the Asiatic black bear, snow leopard, brown bear and blue sheep. The gentle landscape of the Valley of Flowers National Park complements the rugged mountain wilderness of Nanda Devi National Park. Together they encompass a unique transition zone between the mount"
red_fort_complex,Red Fort Complex,231,Cultural,(ii)(iii),2,IND,Asia and the Pacific,Unknown,,,2007,2000s,18,False,False,49.1815,True,1,Cultural Landscape,https://whc.unesco.org/en/list/231,"The Red Fort Complex was built as the palace fort of Shahjahanabad – the new capital of the fifth Mughal Emperor of India, Shah Jahan. Named for its massive enclosing walls of red sandstone, it is adjacent to an older fort, the Salimgarh, built by Islam Shah Suri in 1546, with which it forms the Red Fort Complex. The private apartments consist of a row of pavilions connected by a continuous water channel, known as the Nahr-i-Behisht (Stream of Paradise). The Red Fort is considered to represent t"
sun_temple_konarak,"Sun Temple, Konârak",246,Cultural,(i)(iii),2,IND,Asia and the Pacific,Unknown,,,1984,1980s,41,False,False,10.62,True,1,Cultural Landscape,https://whc.unesco.org/en/list/246,"On the shores of the Bay of Bengal, bathed in the rays of the rising sun, the temple at Konarak is a monumental representation of the sun god Surya's chariot; its 24 wheels are decorated with symbolic designs and it is led by a team of six horses. Built in the 13th century, it is one of India's most famous Brahman sanctuaries."
rock_shelters_of_bhimbetka,Rock Shelters of Bhimbetka,925,Cultural,(iii)(v),2,IND,Asia and the Pacific,Unknown,,,2003,2000s,22,False,False,1893,True,2,Mountain,https://whc.unesco.org/en/list/925,"The Rock Shelters of Bhimbetka are in the foothills of the Vindhyan Mountains on the southern edge of the central Indian plateau. Within massive sandstone outcrops, above comparatively dense forest, are five clusters of natural rock shelters, displaying paintings that appear to date from the Mesolithic Period right through to the historical period. The cultural traditions of the inhabitants of the twenty-one villages adjacent to the site bear a strong resemblance to those represented in the rock"
taj_mahal,Taj Mahal,252,Cultural,(i),1,IND,Asia and the Pacific,Unknown,,,1983,1980s,42,False,False,0,True,1,Cultural Landscape,https://whc.unesco.org/en/list/252,"An immense mausoleum of white marble, built in Agra between 1631 and 1648 by order of the Mughal emperor Shah Jahan in memory of his favourite wife, the Taj Mahal is the jewel of Muslim art in India and one of the universally admired masterpieces of the world's heritage."
ombilin_coal_mining_heritage_of_sawahlunto,Ombilin Coal Mining Heritage of Sawahlunto,1610,Cultural,(ii)(iv),2,IDN,Asia and the Pacific,Unknown,,,2019,2010s,6,False,False,268.18,True,12,Coastal,https://whc.unesco.org/en/list/1610,"Built for the extraction, processing and transport of high-quality coal in an inaccessible region of Sumatra, this industrial site was developed by the Netherlands East Indies’ government in the globally important period of industrialisation from the late 19th to the beginning of the 20th century. The workforce was recruited from the local Minangkabau people and supplemented by Javanese and Chinese contract workers, and convict labourers from Dutch-controlled areas. It comprises the mining site "
komodo_national_park,Komodo National Park,609,Natural,(vii)(x),2,IDN,Asia and the Pacific,Unknown,,,1991,1990s,34,False,False,219322,True,1,Coastal,https://whc.unesco.org/en/list/609,"These volcanic islands are inhabited by a population of around 5,700 giant lizards, whose appearance and aggressive behaviour have led to them being called 'Komodo dragons'. They exist nowhere else in the world and are of great interest to scientists studying the theory of evolution. The rugged hillsides of dry savannah and pockets of thorny green vegetation contrast starkly with the brilliant white sandy beaches and the blue waters surging over coral."
prambanan_temple_compounds,Prambanan Temple Compounds,642,Cultural,(i)(iv),2,IDN,Asia and the Pacific,Unknown,,,1991,1990s,34,False,False,0,True,1,Cultural Landscape,https://whc.unesco.org/en/list/642,"Built in the 10th century, this is the largest temple compound dedicated to Shiva in Indonesia. Rising above the centre of the last of these concentric squares are three temples decorated with reliefs illustrating the epic of the Ramayana, dedicated to the three great Hindu divinities (Shiva, Vishnu and Brahma) and three temples dedicated to the animals who serve them."
tropical_rainforest_heritage_of_sumatra,Tropical Rainforest Heritage of Sumatra,1167,Natural,(vii)(ix)(x),3,IDN,Asia and the Pacific,Unknown,,,2004,2000s,21,False,True,2595124,True,3,Coastal,https://whc.unesco.org/en/list/1167,"The 2.5 million hectare Tropical Rainforest Heritage of Sumatra site comprises three national parks: Gunung Leuser National Park, Kerinci Seblat National Park and Bukit Barisan Selatan National Park. The site holds the greatest potential for long-term conservation of the distinctive and diverse biota of Sumatra, including many endangered species. The protected area is home to an estimated 10,000 plant species, including 17 endemic genera; more than 200 mammal species; and some 580 bird species o"
cultural_landscape_of_hawraman_uramanat,Cultural Landscape of Hawraman/Uramanat,1647,Cultural,(iii)(v),2,IRN,Asia and the Pacific,Unknown,,,2021,2020s,4,False,False,106307,True,2,Mountain,https://whc.unesco.org/en/list/1647,"The remote and mountainous landscape of Hawraman/Uramanat bears testimony to the traditional culture of the Hawrami people, an agropastoral Kurdish tribe that has inhabited the region since about 3000 BCE. The property, at the heart of the Zagros Mountains in the provinces of Kurdistan and Kermanshah along the western border of Iran, encompasses two components: the Central-Eastern Valley (Zhaverud and Takht, in Kurdistan Province); and the Western Valley (Lahun, in Kermanshah Province). The mode"
armenian_monastic_ensembles_of_iran,Armenian Monastic Ensembles of Iran,1262,Cultural,(ii)(iii),2,IRN,Asia and the Pacific,Unknown,,,2008,2000s,17,False,False,129.2819,True,8,Urban,https://whc.unesco.org/en/list/1262,"The Armenian Monastic Ensembles of Iran, in the north-west of the country, consists of three monastic ensembles of the Armenian Christian faith: St Thaddeus and St Stepanos and the Chapel of Dzordzor. These edifices - the oldest of which, St Thaddeus, dates back to the 7th century – are examples of outstanding universal value of the Armenian architectural and decorative traditions. They bear testimony to very important interchanges with the other regional cultures, in particular the Byzantine, O"
lut_desert,Lut Desert,1505,Natural,(vii)(viii),2,IRN,Asia and the Pacific,Unknown,,,2016,2010s,9,False,False,2278015,True,1,Desert,https://whc.unesco.org/en/list/1505,"The Lut Desert, or Dasht-e-Lut, is located in the south-east of the country. Between June and October, this arid subtropical area is swept by strong winds, which transport sediment and cause aeolian erosion on a colossal scale. Consequently, the site presents some of the most spectacular examples of aeolian yardang landforms (massive corrugated ridges). It also contains extensive stony deserts and dune fields. The property represents an exceptional example of ongoing geological processes."
gonbad_e_qabus,Gonbad-e Qābus,1398,Cultural,(i)(ii)(iii)(iv),4,IRN,Asia and the Pacific,Unknown,,,2012,2010s,13,False,False,1.4754,True,1,Desert,https://whc.unesco.org/en/list/1398,"The 53 m high tomb built in ad 1006 for Qābus Ibn Voshmgir, Ziyarid ruler and literati, near the ruins of the ancient city of Jorjan in north-east Iran, bears testimony to the cultural exchange between Central Asian nomads and the ancient civilization of Iran. The tower is the only remaining evidence of Jorjan, a former centre of arts and science that was destroyed during the Mongols’ invasion in the 14th and 15th centuries. It is an outstanding and technologically innovative example of Islamic "
pasargadae,Pasargadae,1106,Cultural,(i)(ii)(iii)(iv),4,IRN,Asia and the Pacific,Unknown,,,2004,2000s,21,False,False,159.65,True,1,River/Valley,https://whc.unesco.org/en/list/1106,"Pasargadae was the first dynastic capital of the Achaemenid Empire, founded by Cyrus II the Great, in Pars, homeland of the Persians, in the 6th century BC. Its palaces, gardens and the mausoleum of Cyrus are outstanding examples of the first phase of royal Achaemenid art and architecture and exceptional testimonies of Persian civilization. Particularly noteworthy vestiges in the 160-ha site include: the Mausoleum of Cyrus II; Tall-e Takht, a fortified terrace; and a royal ensemble of gatehouse,"
sheikh_safi_al_din_khanegah_and_shrine_ensemble_in_ardabil,Sheikh Safi al-din Khānegāh and Shrine Ensemble in Ardabil,1345,Cultural,(i)(ii)(iv),3,IRN,Asia and the Pacific,Unknown,,,2010,2010s,15,False,False,2.1353,True,1,Cultural Landscape,https://whc.unesco.org/en/list/1345,"Built between the beginning of the 16th century and the end of the 18th century, this place of spiritual retreat in the Sufi tradition uses Iranian traditional architectural forms to maximize use of available space to accommodate a variety of functions (including a library, a mosque, a school, mausolea, a cistern, a hospital, kitchens, a bakery, and some offices). It incorporates a route to reach the shrine of the Sheikh divided into seven segments, which mirror the seven stages of Sufi mysticis"
tabriz_historic_bazaar_complex,Tabriz Historic Bazaar Complex,1346,Cultural,(ii)(iii)(iv),3,IRN,Asia and the Pacific,Unknown,,,2010,2010s,15,False,False,28.9733,True,3,Urban,https://whc.unesco.org/en/list/1346,"Tabriz has been a place of cultural exchange since antiquity and its historic bazaar complex is one of the most important commercial centres on the Silk Road. Tabriz Historic Bazaar Complex consists of a series of interconnected, covered, brick structures, buildings, and enclosed spaces for different functions. Tabriz and its Bazaar were already prosperous and famous in the 13th century, when the town, in the province of Eastern Azerbaijan, became the capital city of the Safavid kingdom. The cit"
the_persian_caravanserai,The Persian Caravanserai,1668,Cultural,(ii)(iii),2,IRN,Asia and the Pacific,Unknown,,,2023,2020s,2,False,False,30.34,True,54,Cultural Landscape,https://whc.unesco.org/en/list/1668,"Caravanserais were roadside inns, providing shelter, food and water for caravans, pilgrims and other travellers. The routes and the locations of the caravanserais were determined by the presence of water, geographical conditions and security concerns. The fifty-four caravanserais of the property are only a small percentage of the numerous caravanserais built along the ancient roads of Iran. They are considered to be the most influential and valuable examples of the caravanserais of Iran, reveali"
trans_iranian_railway,Trans-Iranian Railway,1585,Cultural,(ii)(iv),2,IRN,Asia and the Pacific,Unknown,,,2021,2020s,4,False,False,5784,True,1,Mountain,https://whc.unesco.org/en/list/1585,"The Trans-Iranian Railway connects the Caspian Sea in the northeast with the Persian Gulf in the southwest crossing two mountain ranges as well as rivers, highlands, forests and plains, and four different climatic areas. Started in 1927 and completed in 1938, the 1,394-kilometre-long railway was designed and executed in a successful collaboration between the Iranian government and 43 construction contractors from many countries. The railway is notable for its scale and the engineering works it r"
hatra,Hatra,277,Cultural,(ii)(iii)(iv),3,IRQ,Arab States,Asia,,,1985,1980s,40,False,True,323.75,True,1,Urban,https://whc.unesco.org/en/list/277,"A large fortified city under the influence of the Parthian Empire and capital of the first Arab Kingdom, Hatra withstood invasions by the Romans in A.D. 116 and 198 thanks to its high, thick walls reinforced by towers. The remains of the city, especially the temples where Hellenistic and Roman architecture blend with Eastern decorative features, attest to the greatness of its civilization."
samarra_archaeological_city,Samarra Archaeological City,276,Cultural,(ii)(iii)(iv),3,IRQ,Arab States,Asia,,,2007,2000s,18,False,True,15058,True,10,Urban,https://whc.unesco.org/en/list/276,"Samarra Archaeological City is the site of a powerful Islamic capital city that ruled over the provinces of the Abbasid Empire extending from Tunisia to Central Asia for a century. Located on both sides of the River Tigris 130 km north of Baghdad, the length of the site from north to south is 41.5 km; its width varying from 8 km to 4 km. It testifies to the architectural and artistic innovations that developed there and spread to the other regions of the Islamic world and beyond. The 9th-century"
the_ahwar_of_southern_iraq_refuge_of_biodiversity_and_the_relict_landscape_of_the_mesopotamian_cities,The Ahwar of Southern Iraq: Refuge of Biodiversity and the Relict Landscape of the Mesopotamian Cities,1481,Mixed,(iii)(v)(ix)(x),4,IRQ,Arab States,Asia,,,2016,2010s,9,False,False,211544,True,7,Desert,https://whc.unesco.org/en/list/1481,"The Ahwar is made up of seven components: three archaeological sites and four wetland marsh areas in southern Iraq. The archaeological cities of Uruk and Ur and the Tell Eridu archaeological site form part of the remains of the Sumerian cities and settlements that developed in southern Mesopotamia between the 4th and the 3rd millennium BCE in the marshy delta of the Tigris and Euphrates rivers. The Ahwar of Southern Iraq – also known as the Iraqi Marshlands – are unique, as one of the world’s la"
biblical_tels_megiddo_hazor_beer_sheba,"Biblical Tels - Megiddo, Hazor, Beer Sheba",1108,Cultural,(ii)(iii)(iv),3,ISR,Europe and North America,Europe,,,2005,2000s,20,False,False,96.04,True,3,Urban,https://whc.unesco.org/en/list/1108,"Tels (prehistoric settlement mounds), are characteristic of the flatter lands of the eastern Mediterranean, particularly Lebanon, Syria, Israel and eastern Turkey. Of more than 200 tels in Israel, Megiddo, Hazor and Beer Sheba are representative of those that contain substantial remains of cities with biblical connections. The three tels also present some of the best examples in the Levant of elaborate Iron Age, underground water-collecting systems, created to serve dense urban communities. Thei"
incense_route_desert_cities_in_the_negev,Incense Route - Desert Cities in the Negev,1107,Cultural,(iii)(v),2,ISR,Europe and North America,Europe,,,2005,2000s,20,False,False,6655,True,4,Desert,https://whc.unesco.org/en/list/1107,"The four Nabatean towns of Haluza, Mamshit, Avdat and Shivta, along with associated fortresses and agricultural landscapes in the Negev Desert, are spread along routes linking them to the Mediterranean end of the incense and spice route. Together they reflect the hugely profitable trade in frankincense and myrrh from south Arabia to the Mediterranean, which flourished from the 3rd century BC until the 2nd century AD. With the vestiges of their sophisticated irrigation systems, urban construction"
caves_of_maresha_and_bet_guvrin_in_the_judean_lowlands_as_a_microcosm_of_the_land_of_the_caves,Caves of Maresha and Bet-Guvrin in the Judean Lowlands as a Microcosm of the Land of the Caves,1370,Cultural,(v),1,ISR,Europe and North America,Europe,,,2014,2010s,11,False,False,259,True,1,Urban,https://whc.unesco.org/en/list/1370,"The archaeological site contains some 3,500 underground chambers distributed among distinct complexes carved in the thick and homogenous soft chalk of Lower Judea under the former towns of Maresha and Bet Guvrin. Situated on the crossroads of trade routes to Mesopotamia and Egypt, the site bears witness to the region’s tapestry of cultures and their evolution over more than 2,000 years from the 8th century BCE—when Maresha, the older of the two towns was built—to the time of the Crusaders. These"
white_city_of_tel_aviv_the_modern_movement,White City of Tel-Aviv – the Modern Movement,1096,Cultural,(ii)(iv),2,ISR,Europe and North America,Europe,,,2003,2000s,22,False,False,140.4,True,1,Urban,https://whc.unesco.org/en/list/1096,"Tel Aviv was founded in 1909 and developed as a metropolitan city under the British Mandate in Palestine. The White City was constructed from the early 1930s until the 1950s, based on the urban plan by Sir Patrick Geddes, reflecting modern organic planning principles. The buildings were designed by architects who were trained in Europe where they practised their profession before immigrating. They created an outstanding architectural ensemble of the Modern Movement in a new cultural context."
necropolis_of_bet_shearim_a_landmark_of_jewish_renewal,Necropolis of Bet She’arim: A Landmark of Jewish Renewal,1471,Cultural,(ii)(iii),2,ISR,Europe and North America,Europe,,,2015,2010s,10,False,False,12.2,True,1,Urban,https://whc.unesco.org/en/list/1471,"Consisting of a series of catacombs, the necropolis developed from the 2nd century AD as the primary Jewish burial place outside Jerusalem following the failure of the second Jewish revolt against Roman rule. Located southeast of the city of Haifa, these catacombs are a treasury of artworks and inscriptions in Greek, Aramaic, Hebrew and Palmyrene. Bet She’arim bears unique testimony to ancient Judaism under the leadership of Rabbi Judah the Patriarch, who is credited with Jewish renewal after 13"
18th_century_royal_palace_at_caserta_with_the_park_the_aqueduct_of_vanvitelli_and_the_san_leucio_complex,"18th-Century Royal Palace at Caserta with the Park, the Aqueduct of Vanvitelli, and the San Leucio Complex",549,Cultural,(i)(ii)(iii)(iv),4,ITA,Europe and North America,Europe,,,1997,1990s,28,False,False,87.37,True,1,Cultural Landscape,https://whc.unesco.org/en/list/549,"The monumental complex at Caserta, created by the Bourbon king Charles III in the mid-18th century to rival Versailles and the Royal Palace in Madrid, is exceptional for the way in which it brings together a magnificent palace with its park and gardens, as well as natural woodland, hunting lodges and a silk factory. It is an eloquent expression of the Enlightenment in material form, integrated into, rather than imposed on, its natural setting."
botanical_garden_orto_botanico_padua,"Botanical Garden (Orto Botanico), Padua",824,Cultural,(ii)(iii),2,ITA,Europe and North America,Europe,,,1997,1990s,28,False,False,2.2,True,1,Coastal,https://whc.unesco.org/en/list/824,"The world's first botanical garden was created in Padua in 1545. It still preserves its original layout – a circular central plot, symbolizing the world, surrounded by a ring of water. Other elements were added later, some architectural (ornamental entrances and balustrades) and some practical (pumping installations and greenhouses). It continues to serve its original purpose as a centre for scientific research."
cathedral_torre_civica_and_piazza_grande_modena,"Cathedral, Torre Civica and Piazza Grande, Modena",827,Cultural,(i)(ii)(iii)(iv),4,ITA,Europe and North America,Europe,,,1997,1990s,28,False,False,1.2,True,1,Cultural Landscape,https://whc.unesco.org/en/list/827,"The magnificent 12th-century cathedral at Modena, the work of two great artists (Lanfranco and Wiligelmus), is a supreme example of early Romanesque art. With its piazza and soaring tower, it testifies to the faith of its builders and the power of the Canossa dynasty who commissioned it."
costiera_amalfitana,Costiera Amalfitana,830,Cultural,(ii)(iv)(v),3,ITA,Europe and North America,Europe,,,1997,1990s,28,False,False,11231,True,1,Coastal,https://whc.unesco.org/en/list/830,"The Amalfi coast is an area of great physical beauty and natural diversity. It has been intensively settled by human communities since the early Middle Ages. There are a number of towns such as Amalfi and Ravello with architectural and artistic works of great significance. The rural areas show the versatility of the inhabitants in adapting their use of the land to the diverse nature of the terrain, which ranges from terraced vineyards and orchards on the lower slopes to wide upland pastures."
ferrara_city_of_the_renaissance_and_its_po_delta,"Ferrara, City of the Renaissance, and its Po Delta",733,Cultural,(ii)(iii)(iv)(v),4,ITA,Europe and North America,Europe,,,1995,1990s,30,False,False,46712,True,2,Urban,https://whc.unesco.org/en/list/733,"Ferrara, which grew up around a ford over the River Po, became an intellectual and artistic centre that attracted the greatest minds of the Italian Renaissance in the 15th and 16th centuries. Here, Piero della Francesca, Jacopo Bellini and Andrea Mantegna decorated the palaces of the House of Este. The humanist concept of the 'ideal city' came to life here in the neighbourhoods built from 1492 onwards by Biagio Rossetti according to the new principles of perspective. The completion of this proje"
funerary_tradition_in_the_prehistory_of_sardinia_em_the_domus_de_janas_em,Funerary Tradition in the Prehistory of Sardinia – <em>The domus de janas</em>,1730,Cultural,(iii),1,ITA,Europe and North America,Europe,,,2025,2020s,0,False,False,,True,18,Coastal,https://whc.unesco.org/en/list/1730,"This serial property is an ensemble of hypogean burials and necropolises located in Sardinia, created between the 5th and 3rd millennia BCE. These sites reflect the daily life and funerary practices of prehistoric Sardinian communities. The domus de janas, locally known as “fairy houses,” are rock-cut tombs that reflect the funerary practices, spiritual beliefs, and social evolution of Sardinia’s prehistoric communities. These structures feature complex layouts, symbolic decorations, and figurat"
historic_centre_of_florence,Historic Centre of Florence,174,Cultural,(i)(ii)(iii)(iv),4,ITA,Europe and North America,Europe,,,1982,1980s,43,False,False,532,True,1,Cultural Landscape,https://whc.unesco.org/en/list/174,"Built on the site of an Etruscan settlement, Florence, the symbol of the Renaissance, rose to economic and cultural pre-eminence under the Medici in the 15th and 16th centuries. Its 600 years of extraordinary artistic activity can be seen above all in the 13th-century cathedral (Santa Maria del Fiore), the Church of Santa Croce, the Uffizi and the Pitti Palace, the work of great masters such as Giotto, Brunelleschi, Botticelli and Michelangelo."
historic_centre_of_urbino,Historic Centre of Urbino,828,Cultural,(ii)(iv),2,ITA,Europe and North America,Europe,,,1998,1990s,27,False,False,29.23,True,1,Urban,https://whc.unesco.org/en/list/828,"The small hill town of Urbino, in the Marche, experienced a great cultural flowering in the 15th century, attracting artists and scholars from all over Italy and beyond, and influencing cultural developments elsewhere in Europe. Owing to its economic and cultural stagnation from the 16th century onwards, it has preserved its Renaissance appearance to a remarkable extent."
historic_centre_of_the_city_of_pienza,Historic Centre of the City of Pienza,789,Cultural,(i)(ii)(iv),3,ITA,Europe and North America,Europe,,,1996,1990s,29,False,False,4.41,True,1,Urban,https://whc.unesco.org/en/list/789,"It was in this Tuscan town that Renaissance town-planning concepts were first put into practice after Pope Pius II decided, in 1459, to transform the look of his birthplace. He chose the architect Bernardo Rossellino, who applied the principles of his mentor, Leon Battista Alberti. This new vision of urban space was realized in the superb square known as Piazza Pio II and the buildings around it: the Piccolomini Palace, the Borgia Palace and the cathedral with its pure Renaissance exterior and a"
le_colline_del_prosecco_di_conegliano_e_valdobbiadene,Le Colline del Prosecco di Conegliano e Valdobbiadene,1571,Cultural,(v),1,ITA,Europe and North America,Europe,,,2019,2010s,6,False,False,20334.2,True,1,Forest,https://whc.unesco.org/en/list/1571,"Located in north-eastern Italy, the property includes part of the winegrowing landscape of the Prosecco wine production area. The landscape is characterized by ‘hogback’ hills, ciglioni – small plots of vines on narrow grassy terraces – forests, small villages and farmland. For centuries, this rugged terrain has been shaped and adapted by man. Since the 17th century, the use of ciglioni has created a particular chequerboard landscape consisting of rows of vines parallel and vertical to the slope"
longobards_in_italy_places_of_the_power_568_774_a_d,Longobards in Italy. Places of the Power (568-774 A.D.),1318,Cultural,(ii)(iii),2,ITA,Europe and North America,Europe,,,2011,2010s,14,False,False,14.08,True,7,Cultural Landscape,https://whc.unesco.org/en/list/1318,"The Longobards in Italy, Places of Power, 568 - 774 A.D. comprises seven groups of important buildings (including fortresses, churches, and monasteries) throughout the Italian Peninsula. They testify to the high achievement of the Lombards, who migrated from northern Europe and developed their own specific culture in Italy where they ruled over vast territories in the 6th to 8th centuries. The Lombards synthesis of architectural styles marked the transition from Antiquity to the European Middle "
late_baroque_towns_of_the_val_di_noto_south_eastern_sicily,Late Baroque Towns of the Val di Noto (South-Eastern Sicily),1024,Cultural,(i)(ii)(iv)(v),4,ITA,Europe and North America,Europe,,,2002,2000s,23,False,False,112.79,True,8,Urban,https://whc.unesco.org/en/list/1024,"The eight towns in south-eastern Sicily: Caltagirone, Militello Val di Catania, Catania, Modica, Noto, Palazzolo, Ragusa and Scicli, were all rebuilt after 1693 on or beside towns existing at the time of the earthquake which took place in that year. They represent a considerable collective undertaking, successfully carried out at a high level of architectural and artistic achievement. Keeping within the late Baroque style of the day, they also depict distinctive innovations in town planning and "
medici_villas_and_gardens_in_tuscany,Medici Villas and Gardens in Tuscany,175,Cultural,(ii)(iv),2,ITA,Europe and North America,Europe,,,2013,2010s,12,False,False,125.4,True,14,Cultural Landscape,https://whc.unesco.org/en/list/175,"Twelve villas and two gardens spread across the Tuscan landscape make up this site which bears testimony to the influence the Medici family exerted over modern European culture through its patronage of the arts. Built between the 15th and 17th centuries, they represent an innovative system of construction in harmony with nature and dedicated to leisure, the arts and knowledge. The villas embody an innovative form and function, a new type of princely residence that differed from both the farms ow"
syracuse_and_the_rocky_necropolis_of_pantalica,Syracuse and the Rocky Necropolis of Pantalica,1200,Cultural,(ii)(iii)(iv),3,ITA,Europe and North America,Europe,,,2005,2000s,20,False,False,898.46,True,3,Urban,https://whc.unesco.org/en/list/1200,"The site consists of two separate elements, containing outstanding vestiges dating back to Greek and Roman times: The Necropolis of Pantalica contains over 5,000 tombs cut into the rock near open stone quarries, most of them dating from the 13th to 7th centuries BC. Vestiges of the Byzantine era also remain in the area, notably the foundations of the Anaktoron (Prince’s Palace). The other part of the property, Ancient Syracuse, includes the nucleus of the city’s foundation as Ortygia by Greeks f"
residences_of_the_royal_house_of_savoy,Residences of the Royal House of Savoy,823,Cultural,(i)(ii)(iv)(v),4,ITA,Europe and North America,Europe,,,1997,1990s,28,False,False,370.82,True,14,Cultural Landscape,https://whc.unesco.org/en/list/823,"When Emmanuel-Philibert, Duke of Savoy, moved his capital to Turin in 1562, he began a vast series of building projects (continued by his successors) to demonstrate the power of the ruling house. This outstanding complex of buildings, designed and embellished by the leading architects and artists of the time, radiates out into the surrounding countryside from the Royal Palace in the 'Command Area' of Turin to include many country residences and hunting lodges."
su_nuraxi_di_barumini,Su Nuraxi di Barumini,833,Cultural,(i)(iii)(iv),3,ITA,Europe and North America,Europe,,,1997,1990s,28,False,False,2.3254,True,1,Coastal,https://whc.unesco.org/en/list/833,"During the late 2nd millennium B.C. in the Bronze Age, a special type of defensive structure known as nuraghi (for which no parallel exists anywhere else in the world) developed on the island of Sardinia. The complex consists of circular defensive towers in the form of truncated cones built of dressed stone, with corbel-vaulted internal chambers. The complex at Barumini, which was extended and reinforced in the first half of the 1st millennium under Carthaginian pressure, is the finest and most "
the_dolomites,The Dolomites,1237,Natural,(vii)(viii),2,ITA,Europe and North America,Europe,,,2009,2000s,16,False,False,141902.8,True,9,Mountain,https://whc.unesco.org/en/list/1237,"The site of the Dolomites comprises a mountain range in the northern Italian Alps, numbering 18 peaks which rise to above 3,000 metres and cover 141,903 ha. It features some of the most beautiful mountain landscapes anywhere, with vertical walls, sheer cliffs and a high density of narrow, deep and long valleys. A serial property of nine areas that present a diversity of spectacular landscapes of international significance for geomorphology marked by steeples, pinnacles and rock walls, the site a"
villa_d_este_tivoli,"Villa d'Este, Tivoli",1025,Cultural,(i)(ii)(iii)(iv),4,ITA,Europe and North America,Europe,,,2001,2000s,24,False,False,4.5,True,1,Cultural Landscape,https://whc.unesco.org/en/list/1025,"The Villa d'Este in Tivoli, with its palace and garden, is one of the most remarkable and comprehensive illustrations of Renaissance culture at its most refined. Its innovative design along with the architectural components in the garden (fountains, ornamental basins, etc.) make this a unique example of an Italian 16th-century garden. The Villa d'Este, one of the first giardini delle meraviglie , was an early model for the development of European gardens."
via_appia_em_regina_viarum_em,Via Appia. <em>Regina Viarum</em>,1708,Cultural,(iii)(iv),2,ITA,Europe and North America,Europe,,,2024,2020s,1,False,False,4639.92,True,19,Cultural Landscape,https://whc.unesco.org/en/list/1708,"More than 800 kilometres long, the Via Appia is the oldest and most important of the great roads built by the Ancient Romans. Constructed and developed from 312 BCE to the 4th century CE, it was originally conceived as a strategic road for military conquest, advancing towards the East and Asia Minor. The Via Appia later enabled the cities it connected to grow and new settlements emerged, facilitating agricultural production and trade. This property, composed of 19 component parts, is a fully dev"
